"Station Name","BELLEVILLE"
"Province","ONTARIO"
"Latitude","44.15"
"Longitude","-77.39"
"Elevation","76.20"
"Climate Identifier","6150689"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1961-02","1961","02","0.2","","-9.1","","-4.5","","8.9","","-26.1","","56.1","","11.7","","67.8","","0","",,"",,""
"1961-03","1961","03","2.8","","-4.4","","-0.8","","14.4","","-18.9","","30.0","","48.5","","78.5","","0","",,"",,""
"1961-04","1961","04","9.2","","1.2","","5.2","","15.0","","-3.9","","87.4","","20.3","","107.7","","0","",,"",,""
"1961-05","1961","05","16.7","","6.4","","11.6","","25.6","S","-1.7","","90.7","","0.0","T","90.7","","","M",,"",,""
"1961-06","1961","06","21.5","","12.1","","16.8","","28.3","","7.2","S","85.9","","0.0","","85.9","","","M",,"",,""
"1961-07","1961","07","25.3","","16.3","","20.8","","30.0","","7.8","","49.3","","0.0","","49.3","","","M",,"",,""
"1961-08","1961","08","24.8","","15.7","","20.3","","28.3","S","7.8","","53.6","","0.0","","53.6","","","M",,"",,""
"1961-09","1961","09","24.7","","14.8","","19.8","","30.0","","3.9","S","27.9","","0.0","","27.9","","","M",,"",,""
"1961-10","1961","10","16.4","","7.1","","11.8","","24.4","","-1.1","","29.7","","0.0","","29.7","","","M",,"",,""
"1961-11","1961","11","7.3","","-1.0","","3.2","","20.6","","-9.4","","67.8","","7.1","","74.9","","0","",,"",,""
"1961-12","1961","12","-0.2","","-7.1","","-3.7","","10.6","","-22.8","","40.9","","44.5","","85.3","","23","",,"",,""
"1962-01","1962","01","-3.2","","-12.2","","-7.7","","4.4","S","-24.4","","34.0","","31.5","","65.5","","23","",,"",,""
"1962-02","1962","02","-3.9","","-14.4","","-9.2","","8.9","","-28.9","","8.6","","75.2","","83.8","","25","",,"",,""
"1962-03","1962","03","4.4","","-4.6","","-0.1","","18.3","","-20.6","","0.0","T","33.0","","33.0","","0","",,"",,""
"1962-04","1962","04","11.7","","1.2","","6.5","","26.1","","-6.7","","49.5","","1.8","","51.3","","0","",,"",,""
"1962-05","1962","05","21.1","","10.1","","15.6","","35.0","","0.6","","96.8","","0.0","T","96.8","","0","",,"",,""
"1962-06","1962","06","24.1","","13.0","","18.6","","30.6","","7.2","","62.7","","0.0","","62.7","","0","",,"",,""
"1962-07","1962","07","25.1","","13.6","","19.4","","30.6","","8.9","","43.7","","0.0","","43.7","","0","",,"",,""
"1962-08","1962","08","25.2","","14.5","","19.9","","30.6","","8.3","","66.3","","0.0","","66.3","","0","",,"",,""
"1962-09","1962","09","18.9","","10.4","","14.7","","28.9","","1.7","","106.7","","0.0","","106.7","","0","",,"",,""
"1962-10","1962","10","14.2","","5.9","","10.1","","23.9","","-4.4","","84.1","","2.5","","86.6","","","M",,"",,""
"1962-11","1962","11","6.1","","-2.3","","1.9","","10.6","S","-8.3","","47.0","","5.1","","52.1","","0","",,"",,""
"1962-12","1962","12","-1.2","","-9.4","","-5.3","","9.4","S","-25.6","","37.1","","38.4","","75.4","","15","",,"",,""
"1963-01","1963","01","-4.4","","-11.8","","-8.1","","2.8","S","-22.2","S","1.8","","50.5","","52.3","","28","",,"",,""
"1963-02","1963","02","-4.5","","-14.9","","-9.7","","3.3","","-26.1","","6.6","","20.6","","27.2","","33","",,"",,""
"1963-03","1963","03","4.1","","-5.4","","-0.7","","20.0","","-20.0","","50.5","","19.1","","69.6","","0","",,"",,""
"1963-04","1963","04","12.4","","1.3","","6.9","","18.9","","-5.0","","59.7","","16.8","","76.5","","","M",,"",,""
"1963-05","1963","05","16.5","","6.2","","11.4","","24.4","","-1.1","","88.6","","0.3","","88.9","","0","",,"",,""
"1963-06","1963","06","24.8","","12.9","","18.9","","33.3","","7.8","","29.2","","0.0","","29.2","","0","",,"",,""
"1963-07","1963","07","26.6","","16.3","","21.5","","32.2","","9.4","","57.2","","0.0","","57.2","","0","",,"",,""
"1963-08","1963","08","23.7","","13.5","","18.6","","28.3","S","6.7","","138.4","","0.0","","138.4","","0","",,"",,""
"1963-09","1963","09","18.6","","7.3","","13.0","","25.0","","0.0","","37.3","","0.0","","37.3","","0","",,"",,""
"1963-10","1963","10","18.3","","6.9","","12.6","","23.9","","0.6","","13.5","","0.0","","13.5","","0","",,"",,""
"1963-11","1963","11","9.4","","3.0","","6.2","","15.6","S","-8.3","","102.4","","3.3","","105.7","","3","",,"",,""
"1963-12","1963","12","-5.4","","-13.7","","-9.6","","7.2","","-26.1","","10.2","","45.5","","55.6","","20","",,"",,""
"1964-01","1964","01","0.3","","-7.3","","-3.5","","7.8","S","-22.2","","40.4","","14.0","","54.4","","0","T",,"",,""
"1964-02","1964","02","-1.1","","-10.7","","-5.9","","7.2","","-21.7","","1.3","","22.1","","23.4","","3","",,"",,""
"1964-03","1964","03","3.6","","-4.2","","-0.3","","12.2","","-12.8","","42.2","","19.1","","61.2","","0","",,"",,""
"1964-04","1964","04","11.1","","2.0","","6.6","","21.7","","-10.6","","89.9","","11.9","","101.9","","0","",,"",,""
"1964-05","1964","05","20.0","","9.3","","14.7","","28.9","","2.2","S","56.9","","0.0","","56.9","","0","",,"",,""
"1964-06","1964","06","23.4","","11.8","","17.6","","35.6","","1.1","","26.4","","0.0","","26.4","","0","",,"",,""
"1964-07","1964","07","27.6","","17.3","","22.5","","33.3","","8.3","","45.7","","0.0","","45.7","","0","",,"",,""
"1964-08","1964","08","23.0","","12.9","","18.0","","27.8","S","6.7","","98.3","","0.0","","98.3","","0","",,"",,""
"1964-09","1964","09","20.2","","10.1","","15.2","","27.8","","1.7","","8.1","","0.0","","8.1","","0","",,"",,""
"1964-10","1964","10","13.1","","2.9","","8.0","","22.2","","-5.0","","47.8","","0.0","T","47.8","","0","",,"",,""
"1964-11","1964","11","8.0","","0.1","","4.1","","17.2","","-8.3","","46.2","","3.0","","49.3","","0","",,"",,""
"1964-12","1964","12","0.4","","-7.4","","-3.5","","9.4","","-17.8","","45.0","","25.9","","70.9","","0","",,"",,""
"1965-01","1965","01","-3.2","","-12.8","","-8.0","","9.4","","-25.6","S","18.0","","72.1","","90.2","","23","",,"",,""
"1965-02","1965","02","-2.4","","-11.0","","-6.7","","5.6","S","-20.0","","83.3","","35.6","","118.9","","13","",,"",,""
"1965-03","1965","03","1.7","","-6.6","","-2.5","","8.3","S","-17.2","","1.5","","45.0","","46.5","","8","",,"",,""
"1965-04","1965","04","8.9","","-0.6","","4.2","","22.2","","-15.0","","47.2","","3.8","","51.1","","0","",,"",,""
"1965-05","1965","05","19.9","","8.6","","14.3","","26.7","S","2.2","","30.5","","0.0","","30.5","","0","",,"",,""
"1965-06","1965","06","22.9","","11.4","","17.2","","28.3","","3.9","","48.3","","0.0","","48.3","","0","",,"",,""
"1965-07","1965","07","24.1","","13.3","","18.7","","28.3","","7.8","","84.1","","0.0","","84.1","","0","",,"",,""
"1965-08","1965","08","23.8","","14.1","","19.0","","31.1","","3.3","","90.2","","0.0","","90.2","","0","",,"",,""
"1965-09","1965","09","20.2","","12.3","","16.3","","28.9","","-0.6","","63.0","","0.0","","63.0","","0","",,"",,""
"1965-10","1965","10","12.1","","4.0","","8.1","","20.6","","-6.1","","78.7","","0.0","T","78.7","","0","",,"",,""
"1965-11","1965","11","5.9","","-1.1","","2.4","","15.0","","-7.2","","109.7","","9.1","","118.9","","","M",,"",,""
"1965-12","1965","12","2.1","","-3.6","","-0.8","","11.1","","-15.0","S","41.7","","12.7","","54.4","","0","",,"",,""
"1966-01","1966","01","-4.4","","-13.5","","-9.0","","5.6","","-30.0","","8.1","","63.5","","71.6","","33","",,"",,""
"1966-02","1966","02","-1.8","","-10.4","","-6.1","","5.6","S","-24.4","S","53.1","","21.6","","74.7","","5","",,"",,""
"1966-03","1966","03","4.1","","-3.4","","0.4","","17.2","","-11.7","S","33.8","","8.6","","42.4","","0","",,"",,""
"1966-04","1966","04","9.8","","1.3","","5.6","","16.1","","-3.3","","16.8","","7.6","","24.4","","0","",,"",,""
"1966-05","1966","05","15.5","","5.2","","10.4","","26.7","","-4.4","","27.7","","1.3","","29.0","","0","",,"",,""
"1966-06","1966","06","24.4","","13.4","","18.9","","33.9","","5.6","S","68.3","","0.0","","68.3","","0","",,"",,""
"1966-07","1966","07","28.2","","16.6","","22.4","","35.0","S","10.6","","39.6","","0.0","","39.6","","0","",,"",,""
"1966-08","1966","08","25.0","","15.5","","20.3","","30.0","S","9.4","","74.9","","0.0","","74.9","","0","",,"",,""
"1966-09","1966","09","19.5","","9.7","","14.6","","29.4","","1.7","","95.0","","0.0","","95.0","","0","",,"",,""
"1966-10","1966","10","13.1","","4.6","","8.9","","19.4","S","-6.7","","39.9","","0.0","","39.9","","0","",,"",,""
"1966-11","1966","11","7.8","","1.5","","4.7","","16.7","","-8.3","","138.7","","2.8","","141.5","","0","",,"",,""
"1966-12","1966","12","0.3","","-7.2","","-3.5","","13.3","S","-17.8","","62.5","","20.6","","83.1","","10","",,"",,""
"1967-01","1967","01","1.0","","-7.0","","-3.0","","13.9","","-19.4","S","14.5","","56.9","","71.4","","18","",,"",,""
"1967-02","1967","02","-4.3","","-14.9","","-9.6","","5.0","","-27.8","","8.1","","25.1","","33.3","","23","",,"",,""
"1967-03","1967","03","1.8","","-6.4","","-2.3","","15.6","","-19.4","","1.8","","15.0","","16.8","","0","",,"",,""
"1967-04","1967","04","11.0","","1.1","","6.1","","18.9","","-6.1","S","57.9","","1.0","","58.9","","0","",,"",,""
"1967-05","1967","05","14.6","","5.0","","9.8","","22.8","","-0.6","","67.8","","0.0","T","67.8","","0","",,"",,""
"1967-06","1967","06","25.3","","15.2","","20.3","","30.6","","7.2","","58.7","","0.0","","58.7","","0","",,"",,""
"1967-07","1967","07","24.8","","16.2","","20.5","","28.9","","10.0","S","57.9","","0.0","","57.9","","0","",,"",,""
"1967-08","1967","08","24.7","","14.9","","19.8","","28.3","","8.9","","25.1","","0.0","","25.1","","0","",,"",,""
"1967-09","1967","09","21.5","","10.0","","15.8","","27.8","S","3.3","","117.1","","0.0","","117.1","","0","",,"",,""
"1967-10","1967","10","13.6","","6.3","","10.0","","22.8","","-2.2","","90.2","","0.0","T","90.2","","0","",,"",,""
"1967-11","1967","11","4.5","","-1.3","","1.6","","15.0","","-13.3","","74.7","","10.4","","85.1","","0","",,"",,""
"1967-12","1967","12","1.5","","-5.1","","-1.8","","10.0","","-12.8","","34.5","","21.1","","55.6","","8","",,"",,""
"1968-01","1968","01","-5.6","","-14.6","","-10.1","","4.4","","-31.1","","28.4","","31.2","","59.7","","20","",,"",,""
"1968-02","1968","02","-3.9","","-12.7","","-8.3","","5.6","","-23.9","","25.4","","9.9","","35.3","","8","",,"",,""
"1968-03","1968","03","5.7","","-3.7","","1.0","","17.8","","-17.8","","27.2","","13.0","","40.1","","0","",,"",,""
"1968-04","1968","04","13.9","","3.3","","8.6","","23.9","","-5.6","","16.3","","0.0","T","16.3","","0","",,"",,""
"1968-05","1968","05","16.3","","7.3","","11.8","","22.2","","-1.1","","127.5","","0.0","","127.5","","0","",,"",,""
"1968-06","1968","06","22.1","","13.2","","17.7","","28.3","","8.3","","106.9","","0.0","","106.9","","0","",,"",,""
"1968-07","1968","07","26.2","","16.3","","21.3","","31.1","S","7.8","","29.0","","0.0","","29.0","","0","",,"",,""
"1968-08","1968","08","24.8","","14.8","","19.8","","30.6","","7.2","","58.2","","0.0","","58.2","","0","",,"",,""
"1968-09","1968","09","22.1","","13.0","","17.6","","26.1","","3.9","","102.1","","0.0","","102.1","","0","",,"",,""
"1968-10","1968","10","14.8","","6.6","","10.7","","23.9","","-3.3","","68.6","","0.3","","68.8","","0","",,"",,""
"1968-11","1968","11","5.1","","-0.7","","2.2","","15.6","","-6.1","S","90.9","","21.3","","112.3","","13","",,"",,""
"1968-12","1968","12","-2.6","","-9.1","","-5.9","","8.9","","-25.6","","26.9","","54.6","","81.5","","25","",,"",,""
"1969-01","1969","01","-2.7","","-11.2","","-7.0","","5.6","","-22.2","","64.8","","23.4","","88.1","","3","",,"",,""
"1969-02","1969","02","-0.4","","-7.5","","-4.0","","5.6","","-15.6","","0.0","T","16.5","","16.5","","3","",,"",,""
"1969-03","1969","03","2.3","","-5.3","","-1.5","","8.9","","-13.9","","38.9","","4.8","","43.7","","0","",,"",,""
"1969-04","1969","04","12.1","","2.4","","7.3","","21.1","","-7.2","","68.8","","2.8","","71.6","","0","",,"",,""
"1969-05","1969","05","17.2","","6.9","","12.1","","29.4","","0.0","","113.8","","0.0","","113.8","","0","",,"",,""
"1969-06","1969","06","21.1","","12.9","","17.0","","30.6","","6.7","","86.9","","0.0","","86.9","","0","",,"",,""
"1969-07","1969","07","25.9","","16.0","","21.0","","32.2","","8.3","","72.9","","0.0","","72.9","","0","",,"",,""
"1969-08","1969","08","26.3","","16.4","","21.4","","30.0","","7.2","","51.8","","0.0","","51.8","","0","",,"",,""
"1969-09","1969","09","20.9","","11.6","","16.3","","28.9","","3.9","S","29.2","","0.0","","29.2","","0","",,"",,""
"1969-10","1969","10","13.3","","5.1","","9.2","","22.2","","-6.7","","39.1","","6.9","","46.0","","0","",,"",,""
"1969-11","1969","11","6.7","","1.2","","4.0","","13.9","","-9.4","","82.8","","15.0","","97.8","","13","",,"",,""
"1969-12","1969","12","-2.5","","-10.1","","-6.3","","3.3","S","-22.2","","43.4","","29.0","","72.4","","15","",,"",,""
"1970-01","1970","01","-6.3","","-16.4","","-11.4","","5.0","","-28.3","S","4.3","","20.3","","24.6","","18","",,"",,""
"1970-02","1970","02","-2.2","","-11.9","","-7.1","","5.6","","-30.0","","31.2","","33.8","","65.0","","15","",,"",,""
"1970-03","1970","03","2.2","","-6.2","","-2.0","","8.9","","-16.1","","35.3","","18.5","","53.8","","0","",,"",,""
"1970-04","1970","04","12.9","","1.6","","7.3","","26.1","","-6.7","","61.7","","5.1","","66.8","","0","",,"",,""
"1970-05","1970","05","17.9","","8.1","","13.0","","26.1","","-1.7","","83.8","","0.0","T","83.8","","0","",,"",,""
"1970-06","1970","06","23.8","","12.7","","18.3","","29.4","","7.2","S","55.1","","0.0","","55.1","","0","",,"",,""
"1970-07","1970","07","25.9","","16.7","","21.3","","30.6","S","10.6","","100.8","","0.0","","100.8","","0","",,"",,""
"1970-08","1970","08","26.7","","15.4","","21.1","","32.2","","8.9","","13.2","","0.0","","13.2","","0","",,"",,""
"1970-09","1970","09","21.0","","12.1","","16.6","","27.2","S","3.3","","53.3","","0.0","","53.3","","0","",,"",,""
"1970-10","1970","10","14.9","","7.9","","11.4","","23.9","","-2.2","S","105.7","","0.3","","105.9","","0","",,"",,""
"1970-11","1970","11","7.7","","2.1","","4.9","","16.7","","-7.8","","95.8","","5.3","","101.1","","0","",,"",,""
"1970-12","1970","12","-3.6","","-10.7","","-7.2","","12.2","","-22.2","","25.4","","62.2","","87.6","","30","",,"",,""
"1971-01","1971","01","-5.2","","-14.6","","-9.9","","4.4","","-30.0","","8.9","","35.1","","43.9","","38","",,"",,""
"1971-02","1971","02","-1.3","","-9.3","","-5.3","","5.6","","-24.4","S","55.4","","57.4","","112.8","","30","",,"",,""
"1971-03","1971","03","0.7","","-7.6","","-3.5","","7.8","","-16.7","","2.3","","46.2","","48.5","","25","",,"",,""
"1971-04","1971","04","9.8","","0.1","","5.0","","18.9","","-7.2","","36.6","","1.3","","37.8","","0","",,"",,""
"1971-05","1971","05","18.1","","7.3","","12.7","","28.9","","1.7","","32.3","","0.0","","32.3","","0","",,"",,""
"1971-06","1971","06","23.9","","13.1","","18.5","","32.8","","3.9","","58.7","","0.0","","58.7","","0","",,"",,""
"1971-07","1971","07","25.4","","15.3","","20.4","","30.6","","10.0","S","37.8","","0.0","","37.8","","0","",,"",,""
"1971-08","1971","08","25.3","","14.8","","20.1","","31.7","","5.6","","52.6","","0.0","","52.6","","0","",,"",,""
"1971-09","1971","09","22.2","","14.2","","18.2","","28.9","","5.0","","61.7","","0.0","","61.7","","0","",,"",,""
"1971-10","1971","10","17.3","","8.9","","13.1","","23.3","","2.2","","54.6","","0.0","","54.6","","0","",,"",,""
"1971-11","1971","11","5.8","","-0.8","","2.5","","21.1","","-12.2","","21.8","","19.6","","41.4","","8","",,"",,""
"1971-12","1971","12","2.0","","-6.1","","-2.1","","12.8","","-18.9","","55.9","","26.4","","82.3","","15","",,"",,""
"1972-01","1972","01","-0.5","","-10.6","","-5.6","","9.4","","-25.0","","11.4","","34.8","","46.2","","3","",,"",,""
"1972-02","1972","02","-3.6","","-13.5","","-8.6","","3.9","","-25.0","","22.6","","59.7","","82.3","","25","",,"",,""
"1972-03","1972","03","0.7","","-7.3","","-3.3","","7.2","","-17.8","","35.3","","45.5","","80.8","","0","T",,"",,""
"1972-04","1972","04","8.8","","-0.9","","4.0","","19.4","","-12.8","","32.3","","7.9","","40.1","","0","",,"",,""
"1972-05","1972","05","19.7","","9.2","","14.5","","26.1","S","3.9","","101.9","","0.0","","101.9","","0","",,"",,""
"1972-06","1972","06","21.4","","13.1","","17.3","","27.2","","2.2","","94.7","","0.0","","94.7","","0","",,"",,""
"1972-07","1972","07","25.7","","16.2","","21.0","","31.1","","10.0","","42.7","","0.0","","42.7","","0","",,"",,""
"1972-08","1972","08","24.2","","15.0","","19.6","","28.3","S","8.9","","87.6","","0.0","","87.6","","0","",,"",,""
"1972-09","1972","09","20.8","","12.1","","16.5","","27.8","","2.8","","100.3","","0.0","","100.3","","0","",,"",,""
"1972-10","1972","10","11.1","","3.2","","7.2","","20.6","S","-5.6","S","85.6","","0.0","T","85.6","","0","",,"",,""
"1972-11","1972","11","4.4","","-0.7","","1.9","","11.1","","-9.4","","70.9","","16.0","","86.9","","","M",,"",,""
"1972-12","1972","12","-0.6","","-8.4","","-4.5","","8.9","","-20.6","","66.0","","63.2","","129.3","","28","",,"",,""
"1973-01","1973","01","-0.9","","-7.9","","-4.4","","7.8","","-25.0","","37.6","","12.2","","49.8","","","M",,"",,""
"1973-02","1973","02","-2.7","","-13.1","","-7.9","","6.7","","-25.6","","32.5","","20.3","","52.8","","5","",,"",,""
"1973-03","1973","03","7.4","","0.2","","3.8","","16.1","","-8.3","","87.9","","1.0","","88.9","","0","",,"",,""
"1973-04","1973","04","11.6","","2.7","","7.2","","22.2","","-5.0","S","85.3","","24.4","","109.7","","0","",,"",,""
"1973-05","1973","05","15.7","","8.2","","12.0","","21.1","","3.3","S","76.7","","0.0","","76.7","","0","",,"",,""
"1973-06","1973","06","23.8","","15.1","","19.5","","28.3","","6.7","","52.6","","0.0","","52.6","","0","",,"",,""
"1973-07","1973","07","27.1","","16.9","","22.0","","30.0","","10.0","","41.4","","0.0","","41.4","","0","",,"",,""
"1973-08","1973","08","27.1","","18.1","","22.6","","33.9","","7.8","","50.8","","0.0","","50.8","","0","",,"",,""
"1973-09","1973","09","21.1","","11.4","","16.3","","32.2","","0.0","","88.9","","0.0","","88.9","","0","",,"",,""
"1973-10","1973","10","15.1","","6.8","","11.0","","21.1","","-1.1","","71.9","","0.0","","71.9","","0","",,"",,""
"1973-11","1973","11","6.8","","0.2","","3.5","","13.9","","-7.2","","73.7","","2.5","","76.2","","0","",,"",,""
"1973-12","1973","12","-0.6","","-7.3","","-4.0","","12.8","","-20.0","S","66.0","","57.4","","123.4","","","M",,"",,""
"1974-01","1974","01","-2.3","","-10.7","","-6.5","","7.8","","-21.7","","36.3","","40.6","","77.0","","0","T",,"",,""
"1974-02","1974","02","-3.3","","-12.1","","-7.7","","7.2","","-20.6","","19.6","","21.1","","40.6","","0","T",,"",,""
"1974-03","1974","03","2.6","","-5.2","","-1.3","","13.3","","-15.6","","60.7","","20.1","","80.8","","0","T",,"",,""
"1974-04","1974","04","12.2","","2.1","","7.2","","22.8","","-6.7","","60.2","","0.8","","61.0","","","M",,"",,""
"1974-05","1974","05","15.8","","6.2","","11.0","","25.6","","-0.6","S","88.4","","0.0","T","88.4","","0","",,"",,""
"1974-06","1974","06","22.5","","13.6","","18.1","","28.3","","8.9","","59.7","","0.0","","59.7","","0","",,"",,""
"1974-07","1974","07","25.6","","16.3","","21.0","","30.0","S","10.6","","68.6","","0.0","","68.6","","0","",,"",,""
"1974-08","1974","08","25.8","","15.7","","20.8","","30.6","","10.0","","67.8","","0.0","","67.8","","0","",,"",,""
"1974-09","1974","09","18.8","","10.0","","14.4","","25.0","","0.0","","55.6","","0.0","","55.6","","0","",,"",,""
"1974-10","1974","10","11.9","","2.5","","7.2","","20.0","","-5.0","S","50.3","","2.8","","53.1","","","M",,"",,""
"1974-11","1974","11","6.1","","0.6","","3.4","","19.4","","-8.3","","75.4","","4.6","","80.0","","","M",,"",,""
"1974-12","1974","12","1.6","","-4.6","","-1.5","","7.8","","-19.4","","29.7","","63.2","","93.0","","15","",,"",,""
